"exp","id","block","item","isold","condition1","rating","RT","excluding"
"JW2019_e1","JW2019_e1_20",4,"'potato.bmp'",1,"Rhythmic",6,453,"Include"
"JW2019_e1","JW2019_e1_20",4,"'lion.bmp'",1,"Rhythmic",4,2090,"Include"
"JW2019_e1","JW2019_e1_20",4,"'chair2.bmp'",1,"Rhythmic",6,410,"Include"
"JW2019_e1","JW2019_e1_20",4,"'wash.bmp'",1,"Rhythmic",6,311,"Include"
"JW2019_e1","JW2019_e1_20",4,"'fork.bmp'",1,"Rhythmic",6,282,"Include"
"JW2019_e1","JW2019_e1_20",4,"'cauliflower.bmp'",1,"Rhythmic",6,11,"Include"
"JW2019_e1","JW2019_e1_20",4,"'vinyl.bmp'",1,"Rhythmic",6,388,"Include"
"JW2019_e1","JW2019_e1_20",4,"'wrench.bmp'",1,"Rhythmic",6,361,"Include"
"JW2019_e1","JW2019_e1_20",4,"'cup2.bmp'",1,"Rhythmic",6,77,"Include"
"JW2019_e1","JW2019_e1_20",4,"'bowtie.bmp'",1,"Rhythmic",6,182,"Include"
"JW2019_e1","JW2019_e1_20",4,"'paintbrush.bmp'",1,"Rhythmic",6,613,"Include"
"JW2019_e1","JW2019_e1_20",4,"'pineapple.bmp'",0,"Rhythmic",4,3075,"Include"
"JW2019_e1","JW2019_e1_20",4,"'saxophone.bmp'",0,"Rhythmic",6,216,"Include"
"JW2019_e1","JW2019_e1_20",4,"'broccoli.bmp'",0,"Rhythmic",6,123,"Include"
"JW2019_e1","JW2019_e1_20",4,"'footstool.bmp'",0,"Rhythmic",6,2481,"Include"
"JW2019_e1","JW2019_e1_20",4,"'calculator.bmp'",0,"Rhythmic",6,1967,"Include"
"JW2019_e1","JW2019_e1_20",4,"'owl.bmp'",0,"Rhythmic",6,627,"Include"
"JW2019_e1","JW2019_e1_20",4,"'lightbulb.bmp'",0,"Rhythmic",5,2297,"Include"
"JW2019_e1","JW2019_e1_20",4,"'pitchfork.bmp'",0,"Rhythmic",5,1253,"Include"
"JW2019_e1","JW2019_e1_20",4,"'celery.bmp'",0,"Rhythmic",1,1732,"Include"
"JW2019_e1","JW2019_e1_20",4,"'hairclip.bmp'",0,"Rhythmic",1,363,"Include"
"JW2019_e1","JW2019_e1_20",4,"'tongs.bmp'",0,"Rhythmic",1,372,"Include"
"JW2019_e1","JW2019_e1_20",4,"'sewingmachine.bmp'",0,"Rhythmic",2,1718,"Include"
"JW2019_e1","JW2019_e1_20",4,"'screwdriver.bmp'",0,"Rhythmic",1,698,"Include"
"JW2019_e1","JW2019_e1_20",4,"'jar.bmp'",0,"Rhythmic",1,405,"Include"
"JW2019_e1","JW2019_e1_20",4,"'babyseat.bmp'",0,"Rhythmic",1,193,"Include"
"JW2019_e1","JW2019_e1_20",4,"'fan.bmp'",0,"Rhythmic",1,137,"Include"
"JW2019_e1","JW2019_e1_20",4,"'cello.bmp'",0,"Rhythmic",1,491,"Include"
"JW2019_e1","JW2019_e1_20",4,"'jacket.bmp'",0,"Rhythmic",1,681,"Include"
"JW2019_e1","JW2019_e1_20",4,"'lever.bmp'",0,"Rhythmic",1,329,"Include"
"JW2019_e1","JW2019_e1_20",4,"'sandal.bmp'",0,"Rhythmic",1,386,"Include"
"JW2019_e1","JW2019_e1_20",4,"'nailclippers.bmp'",0,"Rhythmic",1,208,"Include"
"JW2019_e1","JW2019_e1_20",4,"'koala.bmp'",0,"Rhythmic",3,5290,"Include"
"JW2019_e1","JW2019_e1_20",4,"'saw.bmp'",0,"Rhythmic",1,121,"Include"
"JW2019_e1","JW2019_e1_20",4,"'recliner.bmp'",0,"Rhythmic",1,435,"Include"
"JW2019_e1","JW2019_e1_20",4,"'carriage.bmp'",0,"Rhythmic",1,561,"Include"
"JW2019_e1","JW2019_e1_20",4,"'mouse.bmp'",0,"Rhythmic",3,1775,"Include"
"JW2019_e1","JW2019_e1_20",4,"'coat.bmp'",0,"Rhythmic",1,860,"Include"
"JW2019_e1","JW2019_e1_20",4,"'xylophone2.bmp'",0,"Rhythmic",2,1210,"Include"
"JW2019_e1","JW2019_e1_20",4,"'carkeys.bmp'",0,"Rhythmic",2,1477,"Include"
"JW2019_e1","JW2019_e1_20",4,"'goat.bmp'",0,"Rhythmic",1,431,"Include"
"JW2019_e1","JW2019_e1_20",4,"'dandelion.bmp'",0,"Rhythmic",1,409,"Include"
"JW2019_e1","JW2019_e1_20",4,"'toytank.bmp'",0,"Rhythmic",3,1738,"Include"
"JW2019_e1","JW2019_e1_20",4,"'bun.bmp'",0,"Rhythmic",2,1421,"Include"
"JW2019_e1","JW2019_e1_20",4,"'measuringtape.bmp'",0,"Rhythmic",1,410,"Include"
"JW2019_e1","JW2019_e1_20",4,"'cup.bmp'",0,"Rhythmic",2,1368,"Include"
"JW2019_e1","JW2019_e1_20",4,"'chair.bmp'",0,"Rhythmic",2,1243,"Include"
"JW2019_e1","JW2019_e1_20",4,"'telephone.bmp'",0,"Rhythmic",1,825,"Include"
"JW2019_e1","JW2019_e1_20",4,"'bus.bmp'",0,"Rhythmic",1,483,"Include"
"JW2019_e1","JW2019_e1_20",4,"'blender.bmp'",0,"Rhythmic",1,643,"Include"
"JW2019_e1","JW2019_e1_20",4,"'spatula.bmp'",0,"Rhythmic",1,341,"Include"
"JW2019_e1","JW2019_e1_20",5,"'watermelon.bmp'",1,"Arrythmic",6,1114,"Include"
"JW2019_e1","JW2019_e1_20",5,"'key.bmp'",1,"Arrythmic",6,158,"Include"
"JW2019_e1","JW2019_e1_20",5,"'airplane.bmp'",1,"Arrythmic",6,357,"Include"
"JW2019_e1","JW2019_e1_20",5,"'dustpan.bmp'",1,"Arrythmic",6,222,"Include"
"JW2019_e1","JW2019_e1_20",5,"'folder2.bmp'",1,"Arrythmic",6,26,"Include"
"JW2019_e1","JW2019_e1_20",5,"'ruler.bmp'",1,"Arrythmic",6,1078,"Include"
"JW2019_e1","JW2019_e1_20",5,"'cat.bmp'",1,"Arrythmic",6,208,"Include"
"JW2019_e1","JW2019_e1_20",5,"'bowl.bmp'",1,"Arrythmic",6,113,"Include"
"JW2019_e1","JW2019_e1_20",5,"'pants.bmp'",1,"Arrythmic",6,885,"Include"
"JW2019_e1","JW2019_e1_20",5,"'bandaid.bmp'",1,"Arrythmic",6,407,"Include"
"JW2019_e1","JW2019_e1_20",5,"'laptop.bmp'",1,"Arrythmic",5,1911,"Include"
"JW2019_e1","JW2019_e1_20",5,"'knife.bmp'",1,"Arrythmic",6,75,"Include"
"JW2019_e1","JW2019_e1_20",5,"'desk.bmp'",1,"Arrythmic",6,297,"Include"
"JW2019_e1","JW2019_e1_20",5,"'trumpet.bmp'",1,"Arrythmic",6,107,"Include"
"JW2019_e1","JW2019_e1_20",5,"'bikehelmet.bmp'",1,"Arrythmic",6,246,"Include"
"JW2019_e1","JW2019_e1_20",5,"'tie.bmp'",1,"Arrythmic",6,490,"Include"
"JW2019_e1","JW2019_e1_20",5,"'walkman.bmp'",1,"Arrythmic",6,431,"Include"
"JW2019_e1","JW2019_e1_20",5,"'bed.bmp'",1,"Arrythmic",6,264,"Include"
"JW2019_e1","JW2019_e1_20",5,"'torch.bmp'",1,"Arrythmic",6,56,"Include"
"JW2019_e1","JW2019_e1_20",5,"'zebra.bmp'",1,"Arrythmic",6,316,"Include"
"JW2019_e1","JW2019_e1_20",5,"'woodenspoon.bmp'",1,"Arrythmic",6,22,"Include"
"JW2019_e1","JW2019_e1_20",5,"'wolf.bmp'",1,"Arrythmic",6,320,"Include"
"JW2019_e1","JW2019_e1_20",5,"'boot.bmp'",1,"Arrythmic",6,338,"Include"
"JW2019_e1","JW2019_e1_20",5,"'sweet.bmp'",1,"Arrythmic",6,397,"Include"
"JW2019_e1","JW2019_e1_20",5,"'garlic.bmp'",1,"Arrythmic",6,343,"Include"
"JW2019_e1","JW2019_e1_20",5,"'tractor3.bmp'",1,"Arrythmic",6,418,"Include"
"JW2019_e1","JW2019_e1_20",5,"'lipstick.bmp'",1,"Arrythmic",6,406,"Include"
"JW2019_e1","JW2019_e1_20",5,"'asparagus.bmp'",1,"Arrythmic",6,75,"Include"
"JW2019_e1","JW2019_e1_20",5,"'caravan.bmp'",1,"Arrythmic",6,525,"Include"
"JW2019_e1","JW2019_e1_20",5,"'broom.bmp'",1,"Arrythmic",6,184,"Include"
"JW2019_e1","JW2019_e1_20",5,"'towel.bmp'",1,"Arrythmic",6,179,"Include"
"JW2019_e1","JW2019_e1_20",5,"'painttray.bmp'",1,"Arrythmic",6,109,"Include"
"JW2019_e1","JW2019_e1_20",5,"'cow.bmp'",1,"Arrythmic",6,462,"Include"
"JW2019_e1","JW2019_e1_20",5,"'guitar.bmp'",1,"Arrythmic",6,793,"Include"
"JW2019_e1","JW2019_e1_20",5,"'drawingpins.bmp'",1,"Arrythmic",6,400,"Include"
"JW2019_e1","JW2019_e1_20",5,"'stapler.bmp'",1,"Arrythmic",6,300,"Include"
"JW2019_e1","JW2019_e1_20",5,"'camera.bmp'",1,"Arrythmic",6,272,"Include"
"JW2019_e1","JW2019_e1_20",5,"'accordion.bmp'",1,"Arrythmic",6,428,"Include"
"JW2019_e1","JW2019_e1_20",5,"'peppermill.bmp'",1,"Arrythmic",6,69,"Include"
"JW2019_e1","JW2019_e1_20",5,"'comb.bmp'",0,"Arrythmic",5,1563,"Include"
"JW2019_e1","JW2019_e1_20",5,"'umbrella.bmp'",0,"Arrythmic",5,1066,"Include"
"JW2019_e1","JW2019_e1_20",5,"'tiger.bmp'",0,"Arrythmic",6,847,"Include"
"JW2019_e1","JW2019_e1_20",5,"'brush3.bmp'",0,"Arrythmic",5,1237,"Include"
"JW2019_e1","JW2019_e1_20",5,"'submarine.bmp'",0,"Arrythmic",6,702,"Include"
"JW2019_e1","JW2019_e1_20",5,"'violin.bmp'",0,"Arrythmic",6,401,"Include"
"JW2019_e1","JW2019_e1_20",5,"'belt.bmp'",0,"Arrythmic",6,424,"Include"
"JW2019_e1","JW2019_e1_20",5,"'battery.bmp'",0,"Arrythmic",4,1478,"Include"
"JW2019_e1","JW2019_e1_20",5,"'sofa.bmp'",1,"Arrythmic",1,498,"Include"
"JW2019_e1","JW2019_e1_20",5,"'memorystick.bmp'",0,"Arrythmic",1,318,"Include"
"JW2019_e1","JW2019_e1_20",5,"'speakers.bmp'",0,"Arrythmic",1,248,"Include"
"JW2019_e1","JW2019_e1_20",5,"'shelf.bmp'",0,"Arrythmic",1,157,"Include"
"JW2019_e1","JW2019_e1_20",5,"'dresser3.bmp'",0,"Arrythmic",1,175,"Include"
"JW2019_e1","JW2019_e1_20",5,"'bear.bmp'",0,"Arrythmic",1,815,"Include"
"JW2019_e1","JW2019_e1_20",5,"'envelope.bmp'",0,"Arrythmic",1,128,"Include"
"JW2019_e1","JW2019_e1_20",5,"'greenonion.bmp'",0,"Arrythmic",1,433,"Include"
"JW2019_e1","JW2019_e1_20",5,"'glasses.bmp'",0,"Arrythmic",1,291,"Include"
"JW2019_e1","JW2019_e1_20",5,"'bike.bmp'",0,"Arrythmic",1,368,"Include"
"JW2019_e1","JW2019_e1_20",5,"'washing_machine.bmp'",0,"Arrythmic",1,481,"Include"
"JW2019_e1","JW2019_e1_20",5,"'rubberband.bmp'",0,"Arrythmic",1,1277,"Include"
"JW2019_e1","JW2019_e1_20",5,"'ceilingfan.bmp'",0,"Arrythmic",1,229,"Include"
"JW2019_e1","JW2019_e1_20",5,"'jewelrybox.bmp'",0,"Arrythmic",1,102,"Include"
"JW2019_e1","JW2019_e1_20",5,"'sail_boat.bmp'",0,"Arrythmic",1,524,"Include"
"JW2019_e1","JW2019_e1_20",5,"'apple.bmp'",0,"Arrythmic",2,1195,"Include"
"JW2019_e1","JW2019_e1_20",5,"'rake.bmp'",0,"Arrythmic",2,524,"Include"
"JW2019_e1","JW2019_e1_20",5,"'tortoise.bmp'",0,"Arrythmic",2,320,"Include"
"JW2019_e1","JW2019_e1_20",5,"'dog.bmp'",0,"Arrythmic",1,325,"Include"
"JW2019_e1","JW2019_e1_20",5,"'runningshoe.bmp'",0,"Arrythmic",1,962,"Include"
"JW2019_e1","JW2019_e1_20",5,"'mixer.bmp'",0,"Arrythmic",2,627,"Include"
"JW2019_e1","JW2019_e1_20",5,"'pepper.bmp'",0,"Arrythmic",1,312,"Include"
"JW2019_e1","JW2019_e1_20",5,"'jukebox.bmp'",0,"Arrythmic",2,1096,"Include"
"JW2019_e1","JW2019_e1_20",5,"'tshirt.bmp'",0,"Arrythmic",1,361,"Include"
"JW2019_e1","JW2019_e1_20",5,"'pizza.bmp'",0,"Arrythmic",1,215,"Include"
"JW2019_e1","JW2019_e1_20",5,"'spatula2.bmp'",0,"Arrythmic",2,1369,"Include"
"JW2019_e1","JW2019_e1_20",5,"'ladle.bmp'",0,"Arrythmic",1,761,"Include"
"JW2019_e1","JW2019_e1_20",5,"'screw2.bmp'",0,"Arrythmic",3,1367,"Include"
"JW2019_e1","JW2019_e1_20",5,"'bottle.bmp'",0,"Arrythmic",1,382,"Include"
"JW2019_e1","JW2019_e1_20",5,"'flannel.bmp'",0,"Arrythmic",2,2354,"Include"
"JW2019_e1","JW2019_e1_20",5,"'dice.bmp'",0,"Arrythmic",1,317,"Include"
"JW2019_e1","JW2019_e1_20",5,"'alarmclock.bmp'",0,"Arrythmic",2,2812,"Include"
"JW2019_e1","JW2019_e1_20",5,"'babybottle.bmp'",0,"Arrythmic",3,1489,"Include"
"JW2019_e1","JW2019_e1_20",6,"'scooter.bmp'",1,"Rhythmic",6,1231,"Include"
"JW2019_e1","JW2019_e1_20",6,"'door.bmp'",1,"Rhythmic",6,46,"Include"
"JW2019_e1","JW2019_e1_20",6,"'binoculars.bmp'",1,"Rhythmic",6,307,"Include"
"JW2019_e1","JW2019_e1_20",6,"'paintroller.bmp'",1,"Rhythmic",6,426,"Include"
"JW2019_e1","JW2019_e1_20",6,"'safetypin.bmp'",1,"Rhythmic",6,282,"Include"
"JW2019_e1","JW2019_e1_20",6,"'rhino.bmp'",1,"Rhythmic",6,302,"Include"
"JW2019_e1","JW2019_e1_20",6,"'knife2.bmp'",1,"Rhythmic",6,39,"Include"
"JW2019_e1","JW2019_e1_20",6,"'roller.bmp'",1,"Rhythmic",6,356,"Include"
"JW2019_e1","JW2019_e1_20",6,"'cone.bmp'",1,"Rhythmic",6,285,"Include"
"JW2019_e1","JW2019_e1_20",6,"'lime.bmp'",1,"Rhythmic",6,40,"Include"
"JW2019_e1","JW2019_e1_20",6,"'weighing_scales.bmp'",1,"Rhythmic",6,88,"Include"
"JW2019_e1","JW2019_e1_20",6,"'egg.bmp'",1,"Rhythmic",6,123,"Include"
"JW2019_e1","JW2019_e1_20",6,"'giftbag.bmp'",1,"Rhythmic",6,45,"Include"
"JW2019_e1","JW2019_e1_20",6,"'chest.bmp'",1,"Rhythmic",6,59,"Include"
"JW2019_e1","JW2019_e1_20",6,"'iceskate.bmp'",1,"Rhythmic",6,53,"Include"
"JW2019_e1","JW2019_e1_20",6,"'banana.bmp'",1,"Rhythmic",6,1228,"Include"
"JW2019_e1","JW2019_e1_20",6,"'hanger.bmp'",1,"Rhythmic",6,81,"Include"
"JW2019_e1","JW2019_e1_20",6,"'sealion.bmp'",1,"Rhythmic",6,126,"Include"
"JW2019_e1","JW2019_e1_20",6,"'gloves.bmp'",1,"Rhythmic",6,352,"Include"
"JW2019_e1","JW2019_e1_20",6,"'stapleremover.bmp'",1,"Rhythmic",6,415,"Include"
"JW2019_e1","JW2019_e1_20",6,"'kleenexbox.bmp'",1,"Rhythmic",6,176,"Include"
"JW2019_e1","JW2019_e1_20",6,"'case2.bmp'",1,"Rhythmic",6,460,"Include"
"JW2019_e1","JW2019_e1_20",6,"'truck.bmp'",1,"Rhythmic",6,270,"Include"
"JW2019_e1","JW2019_e1_20",6,"'fox.bmp'",1,"Rhythmic",6,289,"Include"
"JW2019_e1","JW2019_e1_20",6,"'vacuum_cleaner.bmp'",1,"Rhythmic",6,347,"Include"
"JW2019_e1","JW2019_e1_20",6,"'printer.bmp'",1,"Rhythmic",6,105,"Include"
"JW2019_e1","JW2019_e1_20",6,"'tuba.bmp'",1,"Rhythmic",6,165,"Include"
"JW2019_e1","JW2019_e1_20",6,"'electricrazor.bmp'",1,"Rhythmic",6,531,"Include"
"JW2019_e1","JW2019_e1_20",6,"'cement_mixer.bmp'",1,"Rhythmic",6,352,"Include"
"JW2019_e1","JW2019_e1_20",6,"'slipper.bmp'",1,"Rhythmic",6,620,"Include"
"JW2019_e1","JW2019_e1_20",6,"'airplane2.bmp'",1,"Rhythmic",6,328,"Include"
"JW2019_e1","JW2019_e1_20",6,"'harp.bmp'",1,"Rhythmic",6,387,"Include"
"JW2019_e1","JW2019_e1_20",6,"'chimes.bmp'",1,"Rhythmic",6,369,"Include"
"JW2019_e1","JW2019_e1_20",6,"'donkey.bmp'",1,"Rhythmic",6,581,"Include"
"JW2019_e1","JW2019_e1_20",6,"'bowl2.bmp'",1,"Rhythmic",6,145,"Include"
"JW2019_e1","JW2019_e1_20",6,"'folder.bmp'",1,"Rhythmic",6,349,"Include"
"JW2019_e1","JW2019_e1_20",6,"'armchair2.bmp'",1,"Rhythmic",6,48,"Include"
"JW2019_e1","JW2019_e1_20",6,"'chessboard.bmp'",1,"Rhythmic",6,94,"Include"
"JW2019_e1","JW2019_e1_20",6,"'jug.bmp'",1,"Rhythmic",6,52,"Include"
"JW2019_e1","JW2019_e1_20",6,"'mars.bmp'",1,"Rhythmic",6,72,"Include"
"JW2019_e1","JW2019_e1_20",6,"'viola.bmp'",0,"Rhythmic",4,3298,"Include"
"JW2019_e1","JW2019_e1_20",6,"'oboe.bmp'",0,"Rhythmic",4,1442,"Include"
"JW2019_e1","JW2019_e1_20",6,"'corkscrew3.bmp'",0,"Rhythmic",4,2103,"Include"
"JW2019_e1","JW2019_e1_20",6,"'clock.bmp'",0,"Rhythmic",6,756,"Include"
"JW2019_e1","JW2019_e1_20",6,"'train.bmp'",0,"Rhythmic",5,1075,"Include"
"JW2019_e1","JW2019_e1_20",6,"'lighter.bmp'",0,"Rhythmic",4,1347,"Include"
"JW2019_e1","JW2019_e1_20",6,"'squirrel.bmp'",0,"Rhythmic",5,2146,"Include"
"JW2019_e1","JW2019_e1_20",6,"'deer.bmp'",0,"Rhythmic",6,426,"Include"
"JW2019_e1","JW2019_e1_20",6,"'pencil.bmp'",0,"Rhythmic",1,738,"Include"
"JW2019_e1","JW2019_e1_20",6,"'sock.bmp'",0,"Rhythmic",1,639,"Include"
"JW2019_e1","JW2019_e1_20",6,"'vanilla.bmp'",0,"Rhythmic",1,526,"Include"
"JW2019_e1","JW2019_e1_20",6,"'jeans.bmp'",0,"Rhythmic",1,427,"Include"
"JW2019_e1","JW2019_e1_20",6,"'envelop2.bmp'",0,"Rhythmic",3,1929,"Include"
"JW2019_e1","JW2019_e1_20",6,"'baseball.bmp'",0,"Rhythmic",1,813,"Include"
"JW2019_e1","JW2019_e1_20",6,"'lettuce.bmp'",0,"Rhythmic",1,496,"Include"
"JW2019_e1","JW2019_e1_20",6,"'can_opener.bmp'",0,"Rhythmic",1,683,"Include"
"JW2019_e1","JW2019_e1_20",6,"'can.bmp'",0,"Rhythmic",1,295,"Include"
"JW2019_e1","JW2019_e1_20",6,"'avocado.bmp'",0,"Rhythmic",1,475,"Include"
"JW2019_e1","JW2019_e1_20",6,"'pingpong.bmp'",0,"Rhythmic",1,313,"Include"
"JW2019_e1","JW2019_e1_20",6,"'dinner_chair.bmp'",0,"Rhythmic",3,1586,"Include"
"JW2019_e1","JW2019_e1_20",6,"'air_balloon.bmp'",0,"Rhythmic",3,2540,"Include"
"JW2019_e1","JW2019_e1_20",6,"'shorts.bmp'",0,"Rhythmic",3,1272,"Include"
"JW2019_e1","JW2019_e1_20",6,"'hose.bmp'",0,"Rhythmic",1,482,"Include"
"JW2019_e1","JW2019_e1_20",6,"'bucket.bmp'",0,"Rhythmic",1,369,"Include"
"JW2019_e1","JW2019_e1_20",6,"'fishing.bmp'",0,"Rhythmic",1,147,"Include"
"JW2019_e1","JW2019_e1_20",6,"'armchair.bmp'",0,"Rhythmic",1,299,"Include"
"JW2019_e1","JW2019_e1_20",6,"'cap.bmp'",0,"Rhythmic",3,1698,"Include"
"JW2019_e1","JW2019_e1_20",6,"'wineglass.bmp'",0,"Rhythmic",3,947,"Include"
"JW2019_e1","JW2019_e1_20",6,"'toothbrush.bmp'",0,"Rhythmic",2,1361,"Include"
"JW2019_e1","JW2019_e1_20",6,"'icecubetray.bmp'",0,"Rhythmic",1,357,"Include"
"JW2019_e1","JW2019_e1_20",6,"'computer.bmp'",0,"Rhythmic",1,220,"Include"
"JW2019_e1","JW2019_e1_20",6,"'moped.bmp'",0,"Rhythmic",1,611,"Include"
"JW2019_e1","JW2019_e1_20",6,"'electric_guitar.bmp'",0,"Rhythmic",3,1414,"Include"
"JW2019_e1","JW2019_e1_20",6,"'tomato.bmp'",0,"Rhythmic",3,1072,"Include"
"JW2019_e1","JW2019_e1_20",6,"'camel.bmp'",0,"Rhythmic",1,707,"Include"
"JW2019_e1","JW2019_e1_20",6,"'videocamera.bmp'",0,"Rhythmic",2,923,"Include"
"JW2019_e1","JW2019_e1_20",6,"'sheep.bmp'",0,"Rhythmic",1,599,"Include"
"JW2019_e1","JW2019_e1_20",6,"'tape_measure.bmp'",0,"Rhythmic",1,314,"Include"
"JW2019_e1","JW2019_e1_20",6,"'lamp.bmp'",0,"Rhythmic",1,381,"Include"
"JW2019_e1","JW2019_e1_20",6,"'wardrobe.bmp'",0,"Rhythmic",1,816,"Include"
"JW2019_e1","JW2019_e1_21",1,"'shelf.bmp'",1,"Rhythmic",6,1796,"Include"
"JW2019_e1","JW2019_e1_21",1,"'tiger.bmp'",1,"Rhythmic",6,1873,"Include"
"JW2019_e1","JW2019_e1_21",1,"'rubberband.bmp'",1,"Rhythmic",6,3375,"Include"
"JW2019_e1","JW2019_e1_21",1,"'ceilingfan.bmp'",1,"Rhythmic",5,6852,"Include"
"JW2019_e1","JW2019_e1_21",1,"'violin.bmp'",1,"Rhythmic",6,2797,"Include"
"JW2019_e1","JW2019_e1_21",1,"'dresser3.bmp'",1,"Rhythmic",6,1305,"Include"
"JW2019_e1","JW2019_e1_21",1,"'pepper.bmp'",1,"Rhythmic",6,1031,"Include"
"JW2019_e1","JW2019_e1_21",1,"'umbrella.bmp'",1,"Rhythmic",6,1222,"Include"
"JW2019_e1","JW2019_e1_21",1,"'spatula2.bmp'",1,"Rhythmic",6,876,"Include"
"JW2019_e1","JW2019_e1_21",1,"'submarine.bmp'",1,"Rhythmic",6,1182,"Include"
"JW2019_e1","JW2019_e1_21",1,"'dog.bmp'",1,"Rhythmic",6,1745,"Include"
"JW2019_e1","JW2019_e1_21",1,"'memorystick.bmp'",1,"Rhythmic",6,1314,"Include"
"JW2019_e1","JW2019_e1_21",1,"'speakers.bmp'",1,"Rhythmic",6,1529,"Include"
"JW2019_e1","JW2019_e1_21",1,"'brush3.bmp'",1,"Rhythmic",4,4594,"Include"
"JW2019_e1","JW2019_e1_21",1,"'glasses.bmp'",1,"Rhythmic",5,4463,"Include"
"JW2019_e1","JW2019_e1_21",1,"'runningshoe.bmp'",1,"Rhythmic",6,1028,"Include"
"JW2019_e1","JW2019_e1_21",1,"'belt.bmp'",1,"Rhythmic",5,4244,"Include"
"JW2019_e1","JW2019_e1_21",1,"'battery.bmp'",1,"Rhythmic",6,1245,"Include"
"JW2019_e1","JW2019_e1_21",1,"'jewelrybox.bmp'",1,"Rhythmic",6,918,"Include"
"JW2019_e1","JW2019_e1_21",1,"'rake.bmp'",1,"Rhythmic",6,1091,"Include"
"JW2019_e1","JW2019_e1_21",1,"'apple.bmp'",1,"Rhythmic",6,1430,"Include"
"JW2019_e1","JW2019_e1_21",1,"'tshirt.bmp'",1,"Rhythmic",6,876,"Include"
"JW2019_e1","JW2019_e1_21",1,"'babybottle.bmp'",1,"Rhythmic",6,920,"Include"
"JW2019_e1","JW2019_e1_21",1,"'sail_boat.bmp'",1,"Rhythmic",6,827,"Include"
"JW2019_e1","JW2019_e1_21",1,"'screw2.bmp'",1,"Rhythmic",6,1873,"Include"
"JW2019_e1","JW2019_e1_21",1,"'ladle.bmp'",1,"Rhythmic",5,2243,"Include"
"JW2019_e1","JW2019_e1_21",1,"'washing_machine.bmp'",1,"Rhythmic",6,1230,"Include"
"JW2019_e1","JW2019_e1_21",1,"'greenonion.bmp'",1,"Rhythmic",6,1061,"Include"
"JW2019_e1","JW2019_e1_21",1,"'envelope.bmp'",1,"Rhythmic",4,1834,"Include"
"JW2019_e1","JW2019_e1_21",1,"'pizza.bmp'",1,"Rhythmic",6,1368,"Include"
"JW2019_e1","JW2019_e1_21",1,"'tortoise.bmp'",1,"Rhythmic",6,1500,"Include"
"JW2019_e1","JW2019_e1_21",1,"'bottle.bmp'",1,"Rhythmic",6,1849,"Include"
"JW2019_e1","JW2019_e1_21",1,"'comb.bmp'",1,"Rhythmic",4,1683,"Include"
"JW2019_e1","JW2019_e1_21",1,"'bear.bmp'",1,"Rhythmic",6,1765,"Include"
"JW2019_e1","JW2019_e1_21",1,"'flannel.bmp'",1,"Rhythmic",4,5993,"Include"
"JW2019_e1","JW2019_e1_21",1,"'jukebox.bmp'",1,"Rhythmic",5,1805,"Include"
"JW2019_e1","JW2019_e1_21",1,"'alarmclock.bmp'",1,"Rhythmic",5,1864,"Include"
"JW2019_e1","JW2019_e1_21",1,"'dice.bmp'",1,"Rhythmic",6,1139,"Include"
"JW2019_e1","JW2019_e1_21",1,"'asparagus.bmp'",0,"Rhythmic",4,15282,"Include"
"JW2019_e1","JW2019_e1_21",1,"'bikehelmet.bmp'",0,"Rhythmic",4,8362,"Include"
"JW2019_e1","JW2019_e1_21",1,"'woodenspoon.bmp'",0,"Rhythmic",6,1250,"Include"
"JW2019_e1","JW2019_e1_21",1,"'watermelon.bmp'",0,"Rhythmic",5,2821,"Include"
"JW2019_e1","JW2019_e1_21",1,"'torch.bmp'",0,"Rhythmic",4,5858,"Include"
"JW2019_e1","JW2019_e1_21",1,"'towel.bmp'",0,"Rhythmic",5,1796,"Include"
"JW2019_e1","JW2019_e1_21",1,"'broom.bmp'",0,"Rhythmic",6,2657,"Include"
"JW2019_e1","JW2019_e1_21",1,"'bike.bmp'",1,"Rhythmic",3,3045,"Include"
"JW2019_e1","JW2019_e1_21",1,"'mixer.bmp'",1,"Rhythmic",2,4001,"Include"
"JW2019_e1","JW2019_e1_21",1,"'sweet.bmp'",0,"Rhythmic",2,6301,"Include"
"JW2019_e1","JW2019_e1_21",1,"'key.bmp'",0,"Rhythmic",1,3639,"Include"
"JW2019_e1","JW2019_e1_21",1,"'trumpet.bmp'",0,"Rhythmic",3,4185,"Include"
"JW2019_e1","JW2019_e1_21",1,"'bandaid.bmp'",0,"Rhythmic",3,6186,"Include"
"JW2019_e1","JW2019_e1_21",1,"'caravan.bmp'",0,"Rhythmic",1,2172,"Include"
"JW2019_e1","JW2019_e1_21",1,"'camera.bmp'",0,"Rhythmic",1,1369,"Include"
"JW2019_e1","JW2019_e1_21",1,"'drawingpins.bmp'",0,"Rhythmic",1,1926,"Include"
"JW2019_e1","JW2019_e1_21",1,"'desk.bmp'",0,"Rhythmic",1,1446,"Include"
"JW2019_e1","JW2019_e1_21",1,"'zebra.bmp'",0,"Rhythmic",1,3123,"Include"
"JW2019_e1","JW2019_e1_21",1,"'cat.bmp'",0,"Rhythmic",1,2796,"Include"
"JW2019_e1","JW2019_e1_21",1,"'bed.bmp'",0,"Rhythmic",1,1332,"Include"
"JW2019_e1","JW2019_e1_21",1,"'bowl.bmp'",0,"Rhythmic",2,2882,"Include"
